Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 18,874,368
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,680
  scalars                 : 12
  total                   : 88,080,972
Estimated FLOPs per token: 4.529883e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 15237ms | tok/sec: 17,204 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.714343 | lrm: 1.00 | dt: 249ms | tok/sec: 1,052,836 | mfu: 48.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.130410 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,277 | mfu: 47.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.693386 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,879 | mfu: 47.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.388203 | lrm: 1.00 | dt: 273ms | tok/sec: 959,211 | mfu: 43.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.142516 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,210 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.941805 | lrm: 1.00 | dt: 317ms | tok/sec: 827,504 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.775773 | lrm: 1.00 | dt: 285ms | tok/sec: 921,031 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.631491 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,731 | mfu: 46.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.509102 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,022 | mfu: 46.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.408874 | lrm: 1.00 | dt: 276ms | tok/sec: 950,540 | mfu: 43.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.316942 | lrm: 1.00 | dt: 263ms | tok/sec: 996,360 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.231998 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,373 | mfu: 46.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.160835 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,945 | mfu: 46.2% | epoch: 1 | remaining: 299s    
step 00786 (68.0%) | loss: 2.954160 | lrm: 0.68 | dt: 261ms | tok/sec: 1,005,718 | mfu: 46.0% | epoch: 1 | remaining: 96s    
step 00787 (68.1%) | loss: 2.955239 | lrm: 0.67 | dt: 263ms | tok/sec: 995,225 | mfu: 45.6% | epoch: 1 | remaining: 95s    
step 00788 (68.2%) | loss: 2.958140 | lrm: 0.67 | dt: 264ms | tok/sec: 994,548 | mfu: 45.5% | epoch: 1 | remaining: 95s    
step 00789 (68.3%) | loss: 2.954254 | lrm: 0.67 | dt: 266ms | tok/sec: 986,360 | mfu: 45.2% | epoch: 1 | remaining: 95s    
step 00790 (68.4%) | loss: 2.954824 | lrm: 0.67 | dt: 260ms | tok/sec: 1,008,173 | mfu: 46.2% | epoch: 1 | remaining: 95s    
step 00791 (68.4%) | loss: 2.950249 | lrm: 0.67 | dt: 263ms | tok/sec: 996,243 | mfu: 45.6% | epoch: 1 | remaining: 94s    
step 00792 (68.5%) | loss: 2.955591 | lrm: 0.67 | dt: 265ms | tok/sec: 990,067 | mfu: 45.3% | epoch: 1 | remaining: 94s    
step 00793 (68.6%) | loss: 2.949215 | lrm: 0.66 | dt: 264ms | tok/sec: 993,589 | mfu: 45.5% | epoch: 1 | remaining: 94s    
step 00794 (68.7%) | loss: 2.950332 | lrm: 0.66 | dt: 262ms | tok/sec: 999,366 | mfu: 45.8% | epoch: 1 | remaining: 94s    
step 00795 (68.8%) | loss: 2.952810 | lrm: 0.66 | dt: 264ms | tok/sec: 992,865 | mfu: 45.5% | epoch: 1 | remaining: 93s    
step 00796 (68.9%) | loss: 2.951208 | lrm: 0.66 | dt: 264ms | tok/sec: 992,133 | mfu: 45.4% | epoch: 1 | remaining: 93s    
step 00797 (69.0%) | loss: 2.952803 | lrm: 0.66 | dt: 262ms | tok/sec: 1,000,848 | mfu: 45.8% | epoch: 1 | remaining: 93s    
step 00798 (69.1%) | loss: 2.949330 | lrm: 0.66 | dt: 267ms | tok/sec: 982,288 | mfu: 45.0% | epoch: 1 | remaining: 93s    
step 00799 (69.1%) | loss: 2.941988 | lrm: 0.66 | dt: 274ms | tok/sec: 955,008 | mfu: 43.7% | epoch: 1 | remaining: 92s    
step 00800 (69.2%) | loss: 2.943972 | lrm: 0.65 | dt: 263ms | tok/sec: 997,355 | mfu: 45.7% | epoch: 1 | remaining: 92s    
step 00801 (69.3%) | loss: 2.942922 | lrm: 0.65 | dt: 261ms | tok/sec: 1,002,696 | mfu: 45.9% | epoch: 1 | remaining: 92s    
step 00802 (69.4%) | loss: 2.944315 | lrm: 0.65 | dt: 267ms | tok/sec: 980,082 | mfu: 44.9% | epoch: 1 | remaining: 91s    
step 00803 (69.5%) | loss: 2.939055 | lrm: 0.65 | dt: 265ms | tok/sec: 990,088 | mfu: 45.3% | epoch: 1 | remaining: 91s    
step 00804 (69.6%) | loss: 2.937919 | lrm: 0.65 | dt: 261ms | tok/sec: 1,004,872 | mfu: 46.0% | epoch: 1 | remaining: 91s    
step 00805 (69.7%) | loss: 2.937831 | lrm: 0.65 | dt: 264ms | tok/sec: 992,514 | mfu: 45.4% | epoch: 1 | remaining: 91s    
step 00806 (69.8%) | loss: 2.936838 | lrm: 0.64 | dt: 268ms | tok/sec: 978,367 | mfu: 44.8% | epoch: 1 | remaining: 90s    
step 00807 (69.9%) | loss: 2.935133 | lrm: 0.64 | dt: 264ms | tok/sec: 994,240 | mfu: 45.5% | epoch: 1 | remaining: 90s    
step 00808 (69.9%) | loss: 2.936179 | lrm: 0.64 | dt: 260ms | tok/sec: 1,006,661 | mfu: 46.1% | epoch: 1 | remaining: 90s    
step 00809 (70.0%) | loss: 2.934315 | lrm: 0.64 | dt: 263ms | tok/sec: 994,887 | mfu: 45.5% | epoch: 1 | remaining: 90s    
step 00810 (70.1%) | loss: 2.936713 | lrm: 0.64 | dt: 265ms | tok/sec: 990,319 | mfu: 45.3% | epoch: 1 | remaining: 89s    
step 00811 (70.2%) | loss: 2.937174 | lrm: 0.64 | dt: 265ms | tok/sec: 991,005 | mfu: 45.4% | epoch: 1 | remaining: 89s    
step 00812 (70.3%) | loss: 2.933303 | lrm: 0.63 | dt: 263ms | tok/sec: 995,745 | mfu: 45.6% | epoch: 1 | remaining: 89s    
step 00813 (70.4%) | loss: 2.936968 | lrm: 0.63 | dt: 264ms | tok/sec: 994,404 | mfu: 45.5% | epoch: 1 | remaining: 89s    
step 00814 (70.5%) | loss: 2.937003 | lrm: 0.63 | dt: 264ms | tok/sec: 991,104 | mfu: 45.4% | epoch: 1 | remaining: 88s    
step 00815 (70.6%) | loss: 2.939603 | lrm: 0.63 | dt: 263ms | tok/sec: 995,401 | mfu: 45.6% | epoch: 1 | remaining: 88s    
step 00816 (70.6%) | loss: 2.941366 | lrm: 0.63 | dt: 263ms | tok/sec: 997,251 | mfu: 45.7% | epoch: 1 | remaining: 88s    
step 00817 (70.7%) | loss: 2.933777 | lrm: 0.63 | dt: 265ms | tok/sec: 989,635 | mfu: 45.3% | epoch: 1 | remaining: 88s    
step 00818 (70.8%) | loss: 2.932487 | lrm: 0.63 | dt: 264ms | tok/sec: 993,251 | mfu: 45.5% | epoch: 1 | remaining: 87s    
step 00819 (70.9%) | loss: 2.934558 | lrm: 0.62 | dt: 262ms | tok/sec: 1,000,157 | mfu: 45.8% | epoch: 1 | remaining: 87s    
step 00820 (71.0%) | loss: 2.935696 | lrm: 0.62 | dt: 262ms | tok/sec: 1,001,257 | mfu: 45.8% | epoch: 1 | remaining: 87s    
step 00821 (71.1%) | loss: 2.941124 | lrm: 0.62 | dt: 265ms | tok/sec: 988,281 | mfu: 45.2% | epoch: 1 | remaining: 86s    
step 00822 (71.2%) | loss: 2.943619 | lrm: 0.62 | dt: 265ms | tok/sec: 988,807 | mfu: 45.3% | epoch: 1 | remaining: 86s    
step 00823 (71.3%) | loss: 2.948399 | lrm: 0.62 | dt: 261ms | tok/sec: 1,004,852 | mfu: 46.0% | epoch: 1 | remaining: 86s    
step 00824 (71.3%) | loss: 2.946706 | lrm: 0.62 | dt: 263ms | tok/sec: 995,213 | mfu: 45.6% | epoch: 1 | remaining: 86s    
step 00825 (71.4%) | loss: 2.944087 | lrm: 0.61 | dt: 263ms | tok/sec: 997,292 | mfu: 45.7% | epoch: 1 | remaining: 85s    
step 00826 (71.5%) | loss: 2.940900 | lrm: 0.61 | dt: 265ms | tok/sec: 987,676 | mfu: 45.2% | epoch: 1 | remaining: 85s    
step 00827 (71.6%) | loss: 2.943826 | lrm: 0.61 | dt: 262ms | tok/sec: 1,000,900 | mfu: 45.8% | epoch: 1 | remaining: 85s    
step 00828 (71.7%) | loss: 2.945380 | lrm: 0.61 | dt: 269ms | tok/sec: 975,537 | mfu: 44.7% | epoch: 1 | remaining: 85s    
step 00829 (71.8%) | loss: 2.943049 | lrm: 0.61 | dt: 267ms | tok/sec: 981,442 | mfu: 44.9% | epoch: 1 | remaining: 84s    
step 00830 (71.9%) | loss: 2.934035 | lrm: 0.61 | dt: 263ms | tok/sec: 997,767 | mfu: 45.7% | epoch: 1 | remaining: 84s    
step 00831 (72.0%) | loss: 2.932744 | lrm: 0.60 | dt: 261ms | tok/sec: 1,003,835 | mfu: 46.0% | epoch: 1 | remaining: 84s    
step 00832 (72.1%) | loss: 2.934517 | lrm: 0.60 | dt: 265ms | tok/sec: 988,344 | mfu: 45.2% | epoch: 1 | remaining: 84s    
step 00833 (72.1%) | loss: 2.936311 | lrm: 0.60 | dt: 264ms | tok/sec: 992,607 | mfu: 45.4% | epoch: 1 | remaining: 83s    
step 00834 (72.2%) | loss: 2.934668 | lrm: 0.60 | dt: 262ms | tok/sec: 1,000,694 | mfu: 45.8% | epoch: 1 | remaining: 83s    
step 00835 (72.3%) | loss: 2.937386 | lrm: 0.60 | dt: 261ms | tok/sec: 1,006,277 | mfu: 46.1% | epoch: 1 | remaining: 83s    
step 00836 (72.4%) | loss: 2.939146 | lrm: 0.60 | dt: 265ms | tok/sec: 990,286 | mfu: 45.3% | epoch: 1 | remaining: 83s    
step 00837 (72.5%) | loss: 2.939121 | lrm: 0.60 | dt: 265ms | tok/sec: 990,256 | mfu: 45.3% | epoch: 1 | remaining: 82s    
step 00838 (72.6%) | loss: 2.939921 | lrm: 0.59 | dt: 265ms | tok/sec: 987,416 | mfu: 45.2% | epoch: 1 | remaining: 82s    
step 00839 (72.7%) | loss: 2.933258 | lrm: 0.59 | dt: 261ms | tok/sec: 1,005,123 | mfu: 46.0% | epoch: 1 | remaining: 82s    
step 00840 (72.8%) | loss: 2.931991 | lrm: 0.59 | dt: 263ms | tok/sec: 996,348 | mfu: 45.6% | epoch: 1 | remaining: 81s    
step 00841 (72.8%) | loss: 2.930260 | lrm: 0.59 | dt: 265ms | tok/sec: 990,567 | mfu: 45.3% | epoch: 1 | remaining: 81s    
step 00842 (72.9%) | loss: 2.927603 | lrm: 0.59 | dt: 263ms | tok/sec: 995,248 | mfu: 45.6% | epoch: 1 | remaining: 81s    
step 00843 (73.0%) | loss: 2.923546 | lrm: 0.59 | dt: 266ms | tok/sec: 985,209 | mfu: 45.1% | epoch: 1 | remaining: 81s    
step 00844 (73.1%) | loss: 2.925276 | lrm: 0.58 | dt: 266ms | tok/sec: 987,097 | mfu: 45.2% | epoch: 1 | remaining: 80s    
step 00845 (73.2%) | loss: 2.924247 | lrm: 0.58 | dt: 264ms | tok/sec: 993,677 | mfu: 45.5% | epoch: 1 | remaining: 80s    
step 00846 (73.3%) | loss: 2.918690 | lrm: 0.58 | dt: 262ms | tok/sec: 998,757 | mfu: 45.7% | epoch: 1 | remaining: 80s    
step 00847 (73.4%) | loss: 2.925299 | lrm: 0.58 | dt: 264ms | tok/sec: 993,771 | mfu: 45.5% | epoch: 1 | remaining: 80s    
step 00848 (73.5%) | loss: 2.922831 | lrm: 0.58 | dt: 265ms | tok/sec: 990,297 | mfu: 45.3% | epoch: 1 | remaining: 79s    
step 00849 (73.5%) | loss: 2.924468 | lrm: 0.58 | dt: 266ms | tok/sec: 984,980 | mfu: 45.1% | epoch: 1 | remaining: 79s    
step 00850 (73.6%) | loss: 2.924809 | lrm: 0.57 | dt: 261ms | tok/sec: 1,003,097 | mfu: 45.9% | epoch: 1 | remaining: 79s    
step 00851 (73.7%) | loss: 2.926149 | lrm: 0.57 | dt: 261ms | tok/sec: 1,005,524 | mfu: 46.0% | epoch: 1 | remaining: 79s    
step 00852 (73.8%) | loss: 2.923263 | lrm: 0.57 | dt: 265ms | tok/sec: 988,063 | mfu: 45.2% | epoch: 1 | remaining: 78s    
step 00853 (73.9%) | loss: 2.918702 | lrm: 0.57 | dt: 265ms | tok/sec: 990,248 | mfu: 45.3% | epoch: 1 | remaining: 78s    
step 00854 (74.0%) | loss: 2.920023 | lrm: 0.57 | dt: 263ms | tok/sec: 995,233 | mfu: 45.6% | epoch: 1 | remaining: 78s    
step 00855 (74.1%) | loss: 2.920772 | lrm: 0.57 | dt: 262ms | tok/sec: 1,002,256 | mfu: 45.9% | epoch: 1 | remaining: 78s    
step 00856 (74.2%) | loss: 2.919445 | lrm: 0.57 | dt: 266ms | tok/sec: 986,070 | mfu: 45.1% | epoch: 1 | remaining: 77s    
step 00857 (74.3%) | loss: 2.917290 | lrm: 0.56 | dt: 265ms | tok/sec: 990,836 | mfu: 45.4% | epoch: 1 | remaining: 77s    
step 00858 (74.3%) | loss: 2.918172 | lrm: 0.56 | dt: 263ms | tok/sec: 996,009 | mfu: 45.6% | epoch: 1 | remaining: 77s    
step 00859 (74.4%) | loss: 2.912915 | lrm: 0.56 | dt: 263ms | tok/sec: 995,130 | mfu: 45.6% | epoch: 1 | remaining: 76s    
step 00860 (74.5%) | loss: 2.909498 | lrm: 0.56 | dt: 264ms | tok/sec: 991,550 | mfu: 45.4% | epoch: 1 | remaining: 76s    
step 00861 (74.6%) | loss: 2.912408 | lrm: 0.56 | dt: 264ms | tok/sec: 992,780 | mfu: 45.4% | epoch: 1 | remaining: 76s    
step 00862 (74.7%) | loss: 2.916555 | lrm: 0.56 | dt: 263ms | tok/sec: 996,927 | mfu: 45.6% | epoch: 1 | remaining: 76s    
step 00863 (74.8%) | loss: 2.916921 | lrm: 0.55 | dt: 265ms | tok/sec: 989,619 | mfu: 45.3% | epoch: 1 | remaining: 75s    
step 00864 (74.9%) | loss: 2.916056 | lrm: 0.55 | dt: 264ms | tok/sec: 994,754 | mfu: 45.5% | epoch: 1 | remaining: 75s    
step 00865 (75.0%) | loss: 2.915259 | lrm: 0.55 | dt: 262ms | tok/sec: 999,886 | mfu: 45.8% | epoch: 1 | remaining: 75s    
step 00866 (75.0%) | loss: 2.917692 | lrm: 0.55 | dt: 262ms | tok/sec: 1,002,372 | mfu: 45.9% | epoch: 1 | remaining: 75s    
step 00867 (75.1%) | loss: 2.914865 | lrm: 0.55 | dt: 264ms | tok/sec: 991,950 | mfu: 45.4% | epoch: 1 | remaining: 74s    
step 00868 (75.2%) | loss: 2.914792 | lrm: 0.55 | dt: 263ms | tok/sec: 996,418 | mfu: 45.6% | epoch: 1 | remaining: 74s    
step 00869 (75.3%) | loss: 2.918769 | lrm: 0.54 | dt: 263ms | tok/sec: 998,046 | mfu: 45.7% | epoch: 1 | remaining: 74s    
step 00870 (75.4%) | loss: 2.918580 | lrm: 0.54 | dt: 263ms | tok/sec: 996,938 | mfu: 45.6% | epoch: 1 | remaining: 74s    
step 00871 (75.5%) | loss: 2.913911 | lrm: 0.54 | dt: 263ms | tok/sec: 995,606 | mfu: 45.6% | epoch: 1 | remaining: 73s    
step 00872 (75.6%) | loss: 2.916709 | lrm: 0.54 | dt: 265ms | tok/sec: 989,214 | mfu: 45.3% | epoch: 1 | remaining: 73s    
step 00873 (75.7%) | loss: 2.918684 | lrm: 0.54 | dt: 262ms | tok/sec: 1,000,269 | mfu: 45.8% | epoch: 1 | remaining: 73s    
step 00874 (75.7%) | loss: 2.916809 | lrm: 0.54 | dt: 267ms | tok/sec: 980,678 | mfu: 44.9% | epoch: 1 | remaining: 72s    
step 00875 (75.8%) | loss: 2.920410 | lrm: 0.53 | dt: 266ms | tok/sec: 984,569 | mfu: 45.1% | epoch: 1 | remaining: 72s    
step 00876 (75.9%) | loss: 2.915180 | lrm: 0.53 | dt: 263ms | tok/sec: 997,219 | mfu: 45.7% | epoch: 1 | remaining: 72s    
step 00877 (76.0%) | loss: 2.916591 | lrm: 0.53 | dt: 266ms | tok/sec: 986,882 | mfu: 45.2% | epoch: 1 | remaining: 72s    
step 00878 (76.1%) | loss: 2.915705 | lrm: 0.53 | dt: 265ms | tok/sec: 988,264 | mfu: 45.2% | epoch: 1 | remaining: 71s    
step 00879 (76.2%) | loss: 2.917067 | lrm: 0.53 | dt: 263ms | tok/sec: 995,865 | mfu: 45.6% | epoch: 1 | remaining: 71s    
step 00880 (76.3%) | loss: 2.915426 | lrm: 0.53 | dt: 262ms | tok/sec: 1,000,452 | mfu: 45.8% | epoch: 1 | remaining: 71s    
step 00881 (76.4%) | loss: 2.913899 | lrm: 0.53 | dt: 263ms | tok/sec: 996,394 | mfu: 45.6% | epoch: 1 | remaining: 71s    
step 00882 (76.4%) | loss: 2.912643 | lrm: 0.52 | dt: 264ms | tok/sec: 991,126 | mfu: 45.4% | epoch: 1 | remaining: 70s    
step 00883 (76.5%) | loss: 2.920910 | lrm: 0.52 | dt: 263ms | tok/sec: 998,625 | mfu: 45.7% | epoch: 1 | remaining: 70s    
step 00884 (76.6%) | loss: 2.917791 | lrm: 0.52 | dt: 262ms | tok/sec: 1,000,451 | mfu: 45.8% | epoch: 1 | remaining: 70s    
step 00885 (76.7%) | loss: 2.919806 | lrm: 0.52 | dt: 265ms | tok/sec: 990,331 | mfu: 45.3% | epoch: 1 | remaining: 70s    
step 00886 (76.8%) | loss: 2.919269 | lrm: 0.52 | dt: 263ms | tok/sec: 995,409 | mfu: 45.6% | epoch: 1 | remaining: 69s    
step 00887 (76.9%) | loss: 2.913837 | lrm: 0.52 | dt: 262ms | tok/sec: 999,796 | mfu: 45.8% | epoch: 1 | remaining: 69s    
step 00888 (77.0%) | loss: 2.914937 | lrm: 0.51 | dt: 264ms | tok/sec: 993,966 | mfu: 45.5% | epoch: 1 | remaining: 69s    
step 00889 (77.1%) | loss: 2.918607 | lrm: 0.51 | dt: 264ms | tok/sec: 993,325 | mfu: 45.5% | epoch: 1 | remaining: 69s    
step 00890 (77.2%) | loss: 2.919703 | lrm: 0.51 | dt: 264ms | tok/sec: 992,583 | mfu: 45.4% | epoch: 1 | remaining: 68s    
step 00891 (77.2%) | loss: 2.919885 | lrm: 0.51 | dt: 263ms | tok/sec: 997,636 | mfu: 45.7% | epoch: 1 | remaining: 68s    
step 00892 (77.3%) | loss: 2.917338 | lrm: 0.51 | dt: 263ms | tok/sec: 998,504 | mfu: 45.7% | epoch: 1 | remaining: 68s    
step 00893 (77.4%) | loss: 2.915769 | lrm: 0.51 | dt: 263ms | tok/sec: 996,719 | mfu: 45.6% | epoch: 1 | remaining: 67s    
step 00894 (77.5%) | loss: 2.910217 | lrm: 0.50 | dt: 269ms | tok/sec: 976,283 | mfu: 44.7% | epoch: 1 | remaining: 67s    
step 00895 (77.6%) | loss: 2.904476 | lrm: 0.50 | dt: 264ms | tok/sec: 993,388 | mfu: 45.5% | epoch: 1 | remaining: 67s    
step 00896 (77.7%) | loss: 2.907582 | lrm: 0.50 | dt: 264ms | tok/sec: 994,504 | mfu: 45.5% | epoch: 1 | remaining: 67s    
step 00897 (77.8%) | loss: 2.906921 | lrm: 0.50 | dt: 268ms | tok/sec: 979,952 | mfu: 44.9% | epoch: 1 | remaining: 66s    
step 00898 (77.9%) | loss: 2.904016 | lrm: 0.50 | dt: 263ms | tok/sec: 996,884 | mfu: 45.6% | epoch: 1 | remaining: 66s    
step 00899 (77.9%) | loss: 2.904194 | lrm: 0.50 | dt: 264ms | tok/sec: 994,020 | mfu: 45.5% | epoch: 1 | remaining: 66s    
step 00900 (78.0%) | loss: 2.899260 | lrm: 0.50 | dt: 263ms | tok/sec: 994,904 | mfu: 45.5% | epoch: 1 | remaining: 66s    
step 00901 (78.1%) | loss: 2.898492 | lrm: 0.49 | dt: 268ms | tok/sec: 978,328 | mfu: 44.8% | epoch: 1 | remaining: 65s    
step 00902 (78.2%) | loss: 2.901973 | lrm: 0.49 | dt: 262ms | tok/sec: 1,000,511 | mfu: 45.8% | epoch: 1 | remaining: 65s    
step 00903 (78.3%) | loss: 2.900335 | lrm: 0.49 | dt: 265ms | tok/sec: 989,840 | mfu: 45.3% | epoch: 1 | remaining: 65s    
step 00904 (78.4%) | loss: 2.903777 | lrm: 0.49 | dt: 263ms | tok/sec: 995,464 | mfu: 45.6% | epoch: 1 | remaining: 65s    
step 00905 (78.5%) | loss: 2.899211 | lrm: 0.49 | dt: 265ms | tok/sec: 990,143 | mfu: 45.3% | epoch: 1 | remaining: 64s    
step 00906 (78.6%) | loss: 2.895962 | lrm: 0.49 | dt: 261ms | tok/sec: 1,006,157 | mfu: 46.1% | epoch: 1 | remaining: 64s    
step 00907 (78.6%) | loss: 2.898251 | lrm: 0.48 | dt: 264ms | tok/sec: 994,066 | mfu: 45.5% | epoch: 1 | remaining: 64s    
step 00908 (78.7%) | loss: 2.895128 | lrm: 0.48 | dt: 263ms | tok/sec: 995,221 | mfu: 45.6% | epoch: 1 | remaining: 64s    
step 00909 (78.8%) | loss: 2.890999 | lrm: 0.48 | dt: 265ms | tok/sec: 991,001 | mfu: 45.4% | epoch: 1 | remaining: 63s    
step 00910 (78.9%) | loss: 2.887413 | lrm: 0.48 | dt: 263ms | tok/sec: 995,745 | mfu: 45.6% | epoch: 1 | remaining: 63s    
step 00911 (79.0%) | loss: 2.889918 | lrm: 0.48 | dt: 262ms | tok/sec: 1,002,024 | mfu: 45.9% | epoch: 1 | remaining: 63s    
step 00912 (79.1%) | loss: 2.890042 | lrm: 0.48 | dt: 263ms | tok/sec: 995,810 | mfu: 45.6% | epoch: 1 | remaining: 62s    
step 00913 (79.2%) | loss: 2.892162 | lrm: 0.47 | dt: 265ms | tok/sec: 989,504 | mfu: 45.3% | epoch: 1 | remaining: 62s    
step 00914 (79.3%) | loss: 2.890148 | lrm: 0.47 | dt: 275ms | tok/sec: 953,758 | mfu: 43.7% | epoch: 1 | remaining: 62s    
step 00915 (79.4%) | loss: 2.890939 | lrm: 0.47 | dt: 265ms | tok/sec: 987,878 | mfu: 45.2% | epoch: 1 | remaining: 62s    
step 00916 (79.4%) | loss: 2.886825 | lrm: 0.47 | dt: 263ms | tok/sec: 998,262 | mfu: 45.7% | epoch: 1 | remaining: 61s    
step 00917 (79.5%) | loss: 2.886523 | lrm: 0.47 | dt: 266ms | tok/sec: 985,158 | mfu: 45.1% | epoch: 1 | remaining: 61s    
step 00918 (79.6%) | loss: 2.889480 | lrm: 0.47 | dt: 262ms | tok/sec: 999,201 | mfu: 45.7% | epoch: 1 | remaining: 61s    
step 00919 (79.7%) | loss: 2.889635 | lrm: 0.47 | dt: 263ms | tok/sec: 997,549 | mfu: 45.7% | epoch: 1 | remaining: 61s    
step 00920 (79.8%) | loss: 2.891443 | lrm: 0.46 | dt: 260ms | tok/sec: 1,006,944 | mfu: 46.1% | epoch: 1 | remaining: 60s    
step 00921 (79.9%) | loss: 2.889257 | lrm: 0.46 | dt: 265ms | tok/sec: 989,028 | mfu: 45.3% | epoch: 1 | remaining: 60s    
step 00922 (80.0%) | loss: 2.892605 | lrm: 0.46 | dt: 264ms | tok/sec: 993,252 | mfu: 45.5% | epoch: 1 | remaining: 60s    
step 00923 (80.1%) | loss: 2.890780 | lrm: 0.46 | dt: 263ms | tok/sec: 997,799 | mfu: 45.7% | epoch: 1 | remaining: 60s    
step 00924 (80.1%) | loss: 2.892365 | lrm: 0.46 | dt: 262ms | tok/sec: 999,621 | mfu: 45.8% | epoch: 1 | remaining: 59s    
step 00925 (80.2%) | loss: 2.891000 | lrm: 0.46 | dt: 262ms | tok/sec: 999,715 | mfu: 45.8% | epoch: 1 | remaining: 59s    
step 00926 (80.3%) | loss: 2.891118 | lrm: 0.45 | dt: 264ms | tok/sec: 993,083 | mfu: 45.5% | epoch: 1 | remaining: 59s    
step 00927 (80.4%) | loss: 2.889549 | lrm: 0.45 | dt: 263ms | tok/sec: 995,357 | mfu: 45.6% | epoch: 1 | remaining: 59s    
step 00928 (80.5%) | loss: 2.891401 | lrm: 0.45 | dt: 283ms | tok/sec: 927,926 | mfu: 42.5% | epoch: 1 | remaining: 58s    
step 00929 (80.6%) | loss: 2.893789 | lrm: 0.45 | dt: 261ms | tok/sec: 1,005,646 | mfu: 46.0% | epoch: 1 | remaining: 58s    
step 00930 (80.7%) | loss: 2.894018 | lrm: 0.45 | dt: 266ms | tok/sec: 985,892 | mfu: 45.1% | epoch: 1 | remaining: 58s    
step 00931 (80.8%) | loss: 2.888724 | lrm: 0.45 | dt: 263ms | tok/sec: 998,163 | mfu: 45.7% | epoch: 1 | remaining: 57s    
step 00932 (80.9%) | loss: 2.886098 | lrm: 0.44 | dt: 264ms | tok/sec: 991,326 | mfu: 45.4% | epoch: 1 | remaining: 57s    
step 00933 (80.9%) | loss: 2.885536 | lrm: 0.44 | dt: 264ms | tok/sec: 991,892 | mfu: 45.4% | epoch: 1 | remaining: 57s    
step 00934 (81.0%) | loss: 2.885136 | lrm: 0.44 | dt: 264ms | tok/sec: 994,270 | mfu: 45.5% | epoch: 1 | remaining: 57s    
step 00935 (81.1%) | loss: 2.880955 | lrm: 0.44 | dt: 263ms | tok/sec: 996,264 | mfu: 45.6% | epoch: 1 | remaining: 56s    
step 00936 (81.2%) | loss: 2.883630 | lrm: 0.44 | dt: 262ms | tok/sec: 998,783 | mfu: 45.7% | epoch: 1 | remaining: 56s    
step 00937 (81.3%) | loss: 2.884342 | lrm: 0.44 | dt: 262ms | tok/sec: 998,934 | mfu: 45.7% | epoch: 1 | remaining: 56s    
step 00938 (81.4%) | loss: 2.889564 | lrm: 0.44 | dt: 264ms | tok/sec: 993,430 | mfu: 45.5% | epoch: 1 | remaining: 56s    
step 00939 (81.5%) | loss: 2.883404 | lrm: 0.43 | dt: 263ms | tok/sec: 995,560 | mfu: 45.6% | epoch: 1 | remaining: 55s    
step 00940 (81.6%) | loss: 2.885302 | lrm: 0.43 | dt: 265ms | tok/sec: 990,322 | mfu: 45.3% | epoch: 1 | remaining: 55s    
step 00941 (81.6%) | loss: 2.876191 | lrm: 0.43 | dt: 265ms | tok/sec: 990,819 | mfu: 45.4% | epoch: 1 | remaining: 55s    
step 00942 (81.7%) | loss: 2.879257 | lrm: 0.43 | dt: 262ms | tok/sec: 999,335 | mfu: 45.7% | epoch: 1 | remaining: 55s    
step 00943 (81.8%) | loss: 2.876557 | lrm: 0.43 | dt: 261ms | tok/sec: 1,002,997 | mfu: 45.9% | epoch: 1 | remaining: 54s    
step 00944 (81.9%) | loss: 2.878143 | lrm: 0.43 | dt: 263ms | tok/sec: 995,962 | mfu: 45.6% | epoch: 1 | remaining: 54s    
